Game,Discount %,Original,Final,Review % positive,Reviews,Review label,Store URL
Super Jigsaw Puzzle: Generations - Random Animals 5,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3543830/
Super Jigsaw Puzzle: Generations - Ruins,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3543780/
Super Jigsaw Puzzle: Generations - Random 7,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3153990/
Super Jigsaw Puzzle: Generations - Random Puzzles 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1204090/
Super Jigsaw Puzzle: Generations - Rome,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3543820/
Super Jigsaw Puzzle: Generations - Dogs 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2681470/
Super Jigsaw Puzzle: Generations - Red Things,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2986120/
Super Jigsaw Puzzle: Generations - Landscapes 4,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2601480/
Super Jigsaw Puzzle: Generations - Landscapes 5,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3378470/
Super Jigsaw Puzzle: Generations - Trucks,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3802200/
Super Jigsaw Puzzle: Generations - Cars 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3543810/
Super Jigsaw Puzzle: Generations - Colorful 3,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2601500/
Super Jigsaw Puzzle: Generations - Colorful 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2400091/
Super Jigsaw Puzzle: Generations - Colorful 4,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3153970/
Super Jigsaw  Puzzle: Generations - Random Puzzles,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1076761/
Super Jigsaw Puzzle: Generations - Random 5,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234580/
Super Jigsaw Puzzle: Generations - Random Puzzles 3,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1543600/
Super Jigsaw Puzzle: Generations - Random 6,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2601470/
Bloodwatch,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2088120/
Super Jigsaw Puzzle: Generations - SJP Anime Reloaded Puzzles,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1056623/
Super Jigsaw Puzzle: Generations - Anime Puzzles 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1454860/
Super Jigsaw Puzzle: Generations - Street Art,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1737631/
Super Jigsaw Puzzle: Generations - Cities 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234581/
Super Jigsaw Puzzle: Generations - Finland,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234582/
Super Jigsaw Puzzle: Generations - Fantasy 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234583/
Super Jigsaw Puzzle: Generations - Illustrations,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234584/
Super Jigsaw Puzzle: Generations - Random Animals 3,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234586/
Super Jigsaw Puzzle: Generations - Toys,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2234587/
Super Jigsaw Puzzle: Generations - Random Animals 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2089810/
Super Jigsaw Puzzle: Generations - Anime 4,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2089811/
Super Jigsaw Puzzle: Generations - Furniture,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2089812/
Super Jigsaw Puzzle: Generations - Landscapes 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2098300/
Super Jigsaw Puzzle: Generations - Anime Puzzles 3,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1620780/
Super Jigsaw Puzzle: Generations - Beaches 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1629020/
RIDE 4 - Italian Style Pack 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1365330/
Super Jigsaw Puzzle: Generations - Random Animals Puzzles,85,$4.99,$0.74,,,,https://store.steampowered.com/app/1246186/
Super Jigsaw Puzzle: Generations - South Korea,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2831100/
Super Jigsaw Puzzle: Generations - Birds 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2831110/
Super Jigsaw Puzzle: Generations - Illustrations 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2831120/
Super Jigsaw Puzzle: Generations - Music,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2831130/
Super Jigsaw Puzzle: Generations - Random Animals 4,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2986130/
Super Jigsaw Puzzle: Generations - Croatia,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2986140/
Super Jigsaw Puzzle: Generations - Flowers 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2986150/
Super Jigsaw Puzzle: Generations - Agriculture,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2986160/
Super Jigsaw Puzzle: Generations - Tools,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2457073/
Super Jigsaw Puzzle: Generations - Amusements,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2457074/
Super Jigsaw Puzzle: Generations - Baby Animals 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/2457075/
Super Jigsaw Puzzle: Generations - Morocco,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3153980/
Super Jigsaw Puzzle: Generations - Beaches 3,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3154000/
Super Jigsaw Puzzle: Generations - Sunsets 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3154010/
Super Jigsaw Puzzle: Generations - Nepal,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3154020/
Super Jigsaw Puzzle: Generations - Anime 6,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3154030/
Super Jigsaw Puzzle: Generations - Argentina,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3543800/
Super Jigsaw Puzzle: Generations - Ireland,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3378480/
Super Jigsaw Puzzle: Generations - Sweets 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3378490/
Super Jigsaw Puzzle: Generations - Bugs 2,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3378500/
Super Jigsaw Puzzle: Generations - Rivers,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3378510/
Super Jigsaw Puzzle: Generations - Turkey,85,$4.99,$0.74,,,,https://store.steampowered.com/app/3378520/
Cursed to Golf,85,$5.00,$0.75,70,695,positive,https://store.steampowered.com/app/1726120/
Dungeons of Sundaria,85,$5.49,$0.82,75,1633,positive,https://store.steampowered.com/app/587520/
CASE 2: Animatronics Survival,85,$5.49,$0.82,75,426,positive,https://store.steampowered.com/app/722960/
SteamWorld Dig,85,$5.49,$0.82,93,3091,positive,https://store.steampowered.com/app/252410/
They Always Run,85,$5.49,$0.82,78,770,positive,https://store.steampowered.com/app/1585440/
Kingsgrave,85,$5.49,$0.82,80,517,positive,https://store.steampowered.com/app/2644360/
CASE: Animatronics,85,$5.49,$0.82,67,744,mixed,https://store.steampowered.com/app/489360/
THE LAST BLADE 2,85,$5.49,$0.82,90,373,positive,https://store.steampowered.com/app/702110/
MouseCraft,85,$5.49,$0.82,85,200,positive,https://store.steampowered.com/app/252750/
SuperQuest,85,$5.49,$0.82,100,91,positive,https://store.steampowered.com/app/3488200/
DESTRUCTURE: Among Debris,85,$5.49,$0.82,90,158,positive,https://store.steampowered.com/app/1825210/
Lichtspeer: Double Speer Edition,85,$5.49,$0.82,81,69,positive,https://store.steampowered.com/app/994040/
Borderwatch: Dark Armada,85,$5.49,$0.82,83,55,positive,https://store.steampowered.com/app/2260100/
To Be In Love With Girls Group,85,$5.49,$0.82,64,220,mixed,https://store.steampowered.com/app/2817530/
Frail Hearts: Versicorae Domlion,85,$5.49,$0.82,80,45,positive,https://store.steampowered.com/app/1412890/
Darkness Within 2: The Dark Lineage,85,$5.49,$0.82,69,232,mixed,https://store.steampowered.com/app/298950/
Velocity®Ultra,85,$5.49,$0.82,79,139,positive,https://store.steampowered.com/app/244890/
Battle of Kings VR,85,$5.49,$0.82,73,38,positive,https://store.steampowered.com/app/778250/
Dark Matter,85,$5.49,$0.82,44,200,mixed,https://store.steampowered.com/app/251410/
Horror Adventure VR,85,$5.49,$0.82,50,18,mixed,https://store.steampowered.com/app/1320990/
The Station VR,85,$5.49,$0.82,61,26,mixed,https://store.steampowered.com/app/877510/
Balloonatics,85,$5.49,$0.82,85,14,positive,https://store.steampowered.com/app/744600/
The Unknown City (Horror Begins Now.....Episode 1),85,$5.49,$0.82,40,15,mixed,https://store.steampowered.com/app/819070/
Super Kids Racing,85,$5.49,$0.82,26,23,negative,https://store.steampowered.com/app/793970/
Horror Adventure,85,$5.49,$0.82,27,11,negative,https://store.steampowered.com/app/2292610/
